module,key,en,ko,ja,zh-Hant,th,id,fr,de,es,it,pt,tr,ru,ar
withdrawal,withdrawal_owner_precondition_body,Please delete your home or transfer it to another member,홈을 삭제하거나 다른 멤버에게 이양해 주세요,ホームを削除するか他のメンバーに引き継いでください,請刪除家庭或移轉給其他成員,กรุณาลบบ้านหรือโอนให้สมาชิกคนอื่น,Hapus rumah Anda atau alihkan ke anggota lain,Veuillez supprimer votre domicile ou le transférer à un autre membre,Bitte löschen Sie Ihr Zuhause oder übertragen Sie es an ein anderes Mitglied,Por favor elimina tu hogar o transfierelo a otro miembro,Elimina la tua casa o trasferiscila a un altro membro,Exclua sua casa ou transfira para outro membro,Lütfen evinizi silin veya başka bir üyeye devredin,Удалите дом или передайте его другому участнику,يرجى حذف المنزل أو نقله إلى عضو آخر
withdrawal,withdrawal_notice_title,Your data will be permanently deleted after 30 days,30일 후 영구 삭제됩니다,30日後に完全に削除されます,30 天後將永久刪除,ข้อมูลจะถูกลบถาวรหลังจาก 30 วัน,Data Anda akan dihapus permanen setelah 30 hari,Vos données seront définitivement supprimées après 30 jours,Ihre Daten werden nach 30 Tagen dauerhaft gelöscht,Tus datos serán eliminados permanentemente después de 30 días,I tuoi dati saranno eliminati definitivamente dopo 30 giorni,Seus dados serão excluídos permanentemente após 30 dias,Verileriniz 30 gün sonra kalıcı olarak silinecek,Данные будут удалены навсегда через 30 дней,ستُحذف بياناتك نهائيًا بعد 30 يومًا
withdrawal,withdrawal_notice_body,"You can recover your account within 30 days. After that, all data will be permanently deleted (GDPR / PIPA).",30일 동안은 복구할 수 있어요. 그 후 모든 데이터가 영구 삭제됩니다 (GDPR / PIPA 정합).,30日以内はアカウントを復元できます。それ以降はすべてのデータが完全に削除されます (GDPR / PIPA 準拠)。,30 天內可復原帳號，之後所有資料將永久刪除（符合 GDPR / PIPA）。,คุณสามารถกู้คืนบัญชีได้ภายใน 30 วัน หลังจากนั้นข้อมูลทั้งหมดจะถูกลบถาวร (GDPR / PIPA),Anda dapat memulihkan akun dalam 30 hari. Setelah itu semua data akan dihapus permanen (GDPR / PIPA).,Vous pouvez récupérer votre compte sous 30 jours. Ensuite toutes les données seront définitivement supprimées (GDPR / PIPA).,Sie können Ihr Konto innerhalb von 30 Tagen wiederherstellen. Danach werden alle Daten dauerhaft gelöscht (DSGVO / PIPA).,Puedes recuperar tu cuenta en 30 días. Después todos los datos serán eliminados permanentemente (GDPR / PIPA).,Puoi recuperare il tuo account entro 30 giorni. Dopo di che tutti i dati saranno eliminati definitivamente (GDPR / PIPA).,Você pode recuperar sua conta em 30 dias. Depois disso todos os dados serão excluídos permanentemente (GDPR / PIPA).,Hesabınızı 30 gün içinde kurtarabilirsiniz. Sonrasında tüm veriler kalıcı olarak silinir (GDPR / PIPA).,Вы можете восстановить аккаунт в течение 30 дней. После этого все данные будут удалены навсегда (GDPR / PIPA).,يمكنك استرداد حسابك خلال 30 يومًا. بعد ذلك ستُحذف جميع البيانات نهائيًا (GDPR / PIPA).
withdrawal,withdrawal_step_up_title,Verification required,재인증이 필요해요,再認証が必要です,需要重新驗證,ต้องการยืนยันตัวตนอีกครั้ง,Verifikasi diperlukan,Vérification requise,Überprüfung erforderlich,Se requiere verificación,Verifica richiesta,Verificação necessária,Doğrulama gerekli,Требуется подтверждение,التحقق مطلوب
withdrawal,withdrawal_request_complete_title,Your account deletion request has been received,탈퇴 요청이 접수되었어요,退会リクエストを受け付けました,帳號刪除請求已收到,ได้รับคำขอลบบัญชีของคุณแล้ว,Permintaan penghapusan akun diterima,Votre demande de suppression de compte a été reçue,Ihre Kontoauflösungsanfrage wurde erhalten,Tu solicitud de eliminación de cuenta ha sido recibida,La tua richiesta di cancellazione account è stata ricevuta,Sua solicitação de exclusão de conta foi recebida,Hesap silme talebiniz alındı,Запрос на удаление аккаунта получен,تم استلام طلب حذف حسابك
withdrawal,withdrawal_request_complete_body,You will be immediately signed out of all devices. We'll send a final notice 30 days before your data is permanently deleted.,모든 기기에서 즉시 로그아웃됩니다. 30일 후 영구 삭제 안내 메일을 보내드릴게요.,すべての機器から即時サインアウトされます。30日後に完全削除の案内メールをお送りします。,您將立即從所有裝置登出。我們將在資料永久刪除前 30 天寄送最終通知。,คุณจะถูกออกจากระบบทุกอุปกรณ์ทันที เราจะส่งอีเมลแจ้งก่อนลบข้อมูลถาวร 30 วัน,Anda akan segera keluar dari semua perangkat. Kami akan mengirim pemberitahuan 30 hari sebelum data dihapus permanen.,Vous serez immédiatement déconnecté de tous vos appareils. Nous vous enverrons un e-mail 30 jours avant la suppression définitive de vos données.,Sie werden sofort von allen Geräten abgemeldet. Wir senden Ihnen 30 Tage vor der endgültigen Löschung eine Benachrichtigung.,Serás desconectado inmediatamente de todos los dispositivos. Te enviaremos un aviso 30 días antes de que tus datos sean eliminados permanentemente.,Sarai immediatamente disconnesso da tutti i dispositivi. Ti invieremo una notifica 30 giorni prima dell'eliminazione definitiva dei dati.,Você será desconectado imediatamente de todos os dispositivos. Enviaremos um aviso 30 dias antes da exclusão permanente dos dados.,Tüm cihazlardan hemen çıkış yapılacak. Verileriniz kalıcı olarak silinmeden 30 gün önce bilgilendirme e-postası göndereceğiz.,Вы немедленно выйдете со всех устройств. Мы пришлём уведомление за 30 дней до окончательного удаления данных.,ستُسجَّل خارج جميع أجهزتك فورًا. سنرسل لك إشعارًا قبل 30 يومًا من الحذف النهائي للبيانات.
withdrawal,withdrawal_recovery_notice_title,Account recovery,계정 복구 안내,アカウント復元のご案内,帳號復原說明,การกู้คืนบัญชี,Pemulihan akun,Récupération du compte,Kontowiederherstellung,Recuperación de cuenta,Recupero account,Recuperação de conta,Hesap kurtarma,Восстановление аккаунта,استرداد الحساب
withdrawal,withdrawal_recovery_notice_body,Sign in again within 30 days to recover your account,30일 이내에 다시 로그인하시면 복구할 수 있어요,30日以内に再度サインインするとアカウントを復元できます,30 天內重新登入即可復原帳號,เข้าสู่ระบบอีกครั้งภายใน 30 วันเพื่อกู้คืนบัญชี,Masuk lagi dalam 30 hari untuk memulihkan akun Anda,Reconnectez-vous dans les 30 jours pour récupérer votre compte,Melden Sie sich innerhalb von 30 Tagen erneut an um Ihr Konto wiederherzustellen,Inicia sesión de nuevo en 30 días para recuperar tu cuenta,Accedi di nuovo entro 30 giorni per recuperare il tuo account,Faça login novamente em 30 dias para recuperar sua conta,Hesabınızı kurtarmak için 30 gün içinde tekrar giriş yapın,Войдите снова в течение 30 дней чтобы восстановить аккаунт,سجّل الدخول مرة أخرى خلال 30 يومًا لاسترداد حسابك
auth,credential_email_unlink_blocked,Email cannot be disconnected for security reasons,이메일은 보안을 위해 연결을 해제할 수 없습니다,セキュリティのためメールアドレスの連携を解除できません,基於安全考量，電子郵件無法解除連結,ไม่สามารถยกเลิกการเชื่อมต่ออีเมลได้เพื่อความปลอดภัย,Email tidak dapat diputus karena alasan keamanan,L'e-mail ne peut pas être déconnecté pour des raisons de sécurité,E-Mail kann aus Sicherheitsgründen nicht getrennt werden,El correo no puede desconectarse por razones de seguridad,L'email non può essere scollegata per motivi di sicurezza,O e-mail não pode ser desconectado por razões de segurança,E-posta güvenlik nedeniyle bağlantısı kesilemiyor,Почта не может быть отвязана по соображениям безопасности,لا يمكن فصل البريد الإلكتروني لأسباب أمنية
auth,credential_sso_last_channel_blocked,Your last sign-in method cannot be removed. Please add another method first.,마지막 로그인 수단은 해제할 수 없습니다. 다른 수단을 먼저 등록해 주세요.,最後のログイン手段は解除できません。別の手段を先に登録してください。,無法移除最後一個登入方式，請先新增其他方式。,ไม่สามารถลบวิธีเข้าสู่ระบบสุดท้ายได้ กรุณาเพิ่มวิธีอื่นก่อน,Metode masuk terakhir tidak dapat dihapus. Tambahkan metode lain terlebih dahulu.,La dernière méthode de connexion ne peut pas être supprimée. Veuillez d'abord en ajouter une autre.,Die letzte Anmeldemethode kann nicht entfernt werden. Bitte fügen Sie zuerst eine andere hinzu.,El último método de inicio de sesión no puede eliminarse. Por favor agrega otro primero.,L'ultimo metodo di accesso non può essere rimosso. Aggiungi prima un altro metodo.,O último método de login não pode ser removido. Por favor adicione outro primeiro.,Son giriş yönteminiz kaldırılamaz. Lütfen önce başka bir yöntem ekleyin.,Последний способ входа нельзя удалить. Сначала добавьте другой способ.,لا يمكن إزالة آخر طريقة تسجيل دخول. يرجى إضافة طريقة أخرى أولاً.
auth,consent_state_agreed,Agreed,동의함,同意済み,已同意,ยินยอม,Disetujui,Accepté,Zugestimmt,Aceptado,Accettato,Aceito,Kabul edildi,Принято,موافق
auth,consent_state_revoked,Revoked,철회됨,撤回済み,已撤回,ถูกเพิกถอน,Dicabut,Révoqué,Widerrufen,Revocado,Revocato,Revogado,Geri alındı,Отозвано,مُلغى
auth,consent_state_pending,Pending,대기 중,保留中,待確認,รอดำเนินการ,Menunggu,En attente,Ausstehend,Pendiente,In attesa,Pendente,Beklemede,Ожидается,قيد الانتظار
auth,# RFC-0005 A — Entry (A1),,,,,,,,,,,,,,
auth,signup_entry_headline,Welcome. Let's start with your email.,환영해요. 이메일로 시작해요.,ようこそ。メールアドレスから始めましょう。,歡迎。讓我們從電子郵件開始。,ยินดีต้อนรับ มาเริ่มต้นด้วยอีเมลของคุณ,Selamat datang. Mari mulai dengan email Anda.,Bienvenue. Commençons avec votre e-mail.,Willkommen. Fangen wir mit Ihrer E-Mail an.,Bienvenido. Empecemos con tu correo.,Benvenuto. Iniziamo con la tua email.,Bem-vindo. Vamos começar com seu e-mail.,Hoş geldiniz. E-postanızla başlayalım.,Добро пожаловать. Начнём с вашей почты.,أهلاً بك. لنبدأ ببريدك الإلكتروني.
auth,signup_entry_email_placeholder,Email address,이메일 주소,メールアドレス,電子郵件地址,ที่อยู่อีเมล,Alamat email,Adresse e-mail,E-Mail-Adresse,Dirección de correo,Indirizzo email,Endereço de e-mail,E-posta adresi,Адрес эл. почты,عنوان البريد الإلكتروني
auth,signup_entry_cta,Continue,계속하기,続ける,繼續,ดำเนินการต่อ,Lanjutkan,Continuer,Weiter,Continuar,Continua,Continuar,Devam et,Продолжить,متابعة
auth,signup_entry_divider,or,또는,または,或,หรือ,atau,ou,oder,o,o,ou,veya,или,أو
auth,signup_entry_lang_label,Language,언어,言語,語言,ภาษา,Bahasa,Langue,Sprache,Idioma,Lingua,Idioma,Dil,Язык,اللغة
auth,signup_entry_help_hint,First time here? Just enter your email and you're in.,처음이신가요? 이메일만 입력하면 바로 시작돼요.,初めてですか？メールアドレスを入力するだけで始められます。,第一次來嗎？只要輸入電子郵件就能開始。,มาครั้งแรกใช่ไหม? แค่กรอกอีเมลก็เริ่มได้เลย,Pertama kali? Cukup masukkan email Anda dan mulai.,Première fois ? Entrez simplement votre e-mail et c'est parti.,Erste Mal? Geben Sie einfach Ihre E-Mail ein und los geht's.,¿Primera vez? Solo ingresa tu correo y listo.,Prima volta? Inserisci solo la tua email e sei dentro.,Primeira vez? Apenas insira seu e-mail e pronto.,İlk kez mi? Sadece e-postanızı girin ve başlayın.,Впервые? Просто введите почту — и вперёд.,المرة الأولى؟ فقط أدخل بريدك الإلكتروني وابدأ.
auth,signup_entry_error_email_format,That doesn't look like an email address.,올바른 이메일 형식이 아니에요.,メールアドレスの形式が正しくありません。,電子郵件格式不正確。,รูปแบบอีเมลไม่ถูกต้อง,Format email tidak valid.,L'adresse e-mail semble incorrecte.,Das sieht nicht wie eine E-Mail aus.,Eso no parece una dirección de correo.,Non sembra un indirizzo email valido.,Isso não parece um e-mail válido.,Geçerli bir e-posta adresi gibi görünmüyor.,Это не похоже на адрес электронной почты.,لا يبدو هذا عنوان بريد إلكتروني صحيح.
auth,signup_entry_error_rate_limited,Please try again in a moment.,잠시 후 다시 시도해 주세요.,しばらくしてからもう一度お試しください。,請稍後再試。,กรุณาลองอีกครั้งในอีกสักครู่,Coba lagi sebentar lagi.,Veuillez réessayer dans un moment.,Bitte versuchen Sie es gleich erneut.,Inténtalo de nuevo en un momento.,Riprova tra poco.,Tente novamente em instantes.,Biraz sonra tekrar deneyin.,Повторите попытку через момент.,يرجى المحاولة بعد قليل.
auth,signup_entry_error_network_timeout,Things are a little slow right now. Please try again.,연결이 잠시 느려요. 다시 시도해 주세요.,接続が少し遅くなっています。もう一度お試しください。,連線速度有些慢，請再試一次。,การเชื่อมต่อช้าอยู่ตอนนี้ กรุณาลองอีกครั้ง,Koneksi sedikit lambat. Coba lagi.,La connexion est un peu lente. Veuillez réessayer.,Die Verbindung ist gerade etwas langsam. Bitte versuchen Sie es erneut.,La conexión está un poco lenta. Inténtalo de nuevo.,La connessione è un po' lenta. Riprova.,A conexão está um pouco lenta. Tente novamente.,Bağlantı biraz yavaş. Lütfen tekrar deneyin.,Соединение немного замедлилось. Повторите попытку.,الاتصال بطيء قليلاً الآن. يرجى المحاولة مرة أخرى.
auth,signup_entry_sso_cancel,Social login was cancelled. You can try again or sign in with email.,소셜 로그인을 취소했어요. 다시 시도하거나 이메일로 시작하세요.,ソーシャルログインをキャンセルしました。再度試すかメールで始めてください。,社交帳號登入已取消。可再試或以電子郵件開始。,ยกเลิกการเข้าสู่ระบบด้วยโซเชียลแล้ว ลองอีกครั้งหรือเข้าด้วยอีเมล,Login sosial dibatalkan. Coba lagi atau mulai dengan email.,Connexion sociale annulée. Réessayez ou commencez avec votre e-mail.,Soziales Anmelden abgebrochen. Versuchen Sie es erneut oder beginnen Sie mit E-Mail.,Inicio de sesión social cancelado. Intenta de nuevo o empieza con tu correo.,Accesso social annullato. Riprova o inizia con l'email.,Login social cancelado. Tente novamente ou comece com seu e-mail.,Sosyal giriş iptal edildi. Tekrar deneyin veya e-posta ile başlayın.,Социальный вход отменён. Попробуйте снова или начните с почты.,تم إلغاء تسجيل الدخول الاجتماعي. يمكنك المحاولة مجدداً أو البدء بالبريد الإلكتروني.
auth,signup_entry_sso_provider_error,Social login isn't available right now. Would you like to start with email?,지금은 소셜 로그인이 어려워요. 이메일로 시작하시겠어요?,今はソーシャルログインが難しい状況です。メールで始めますか？,目前無法使用社交帳號登入。要用電子郵件開始嗎？,ตอนนี้ไม่สามารถใช้โซเชียลล็อกอินได้ ต้องการเริ่มด้วยอีเมลไหม?,Login sosial tidak tersedia sekarang. Mulai dengan email saja?,La connexion sociale n'est pas disponible. Commencer avec votre e-mail ?,Social-Anmeldung nicht verfügbar. Mit E-Mail beginnen?,El inicio de sesión social no está disponible. ¿Empezar con correo?,L'accesso sociale non è disponibile. Iniziare con l'email?,Login social indisponível. Gostaria de começar com seu e-mail?,Sosyal giriş şu anda mevcut değil. E-posta ile başlamak ister misiniz?,Социальный вход недоступен. Начать с почты?,تسجيل الدخول الاجتماعي غير متاح الآن. هل تريد البدء بالبريد الإلكتروني؟
auth,signup_entry_sso_relay_real_email,"To keep your connection safe, let's confirm your real email once more.",안전한 연결을 위해 실제 이메일 주소를 한 번 더 확인할게요.,安全な接続のため、実際のメールアドレスをもう一度確認させてください。,為確保連線安全，讓我們再確認一次您的真實電子郵件。,เพื่อความปลอดภัยในการเชื่อมต่อ ขอยืนยันอีเมลจริงของคุณอีกครั้ง,"Untuk menjaga keamanan koneksi Anda, mari konfirmasi email asli Anda sekali lagi.","Pour sécuriser votre connexion, confirmons votre vrai e-mail une fois de plus.","Um Ihre Verbindung zu sichern, bestätigen Sie bitte noch einmal Ihre echte E-Mail.","Para mantener tu conexión segura, confirmemos tu correo real una vez más.","Per mantenere la connessione sicura, confermiamo ancora la tua email reale.","Para manter sua conexão segura, vamos confirmar seu e-mail real mais uma vez.",Bağlantınızı güvende tutmak için gerçek e-postanızı bir kez daha doğrulayalım.,Для безопасности соединения подтвердим вашу настоящую почту ещё раз.,لتأمين اتصالك، لنتحقق من بريدك الإلكتروني الحقيقي مرة أخرى.
auth,# RFC-0005 A — Magic Link (A2),,,,,,,,,,,,,,
auth,magiclink_sent_title,We've sent you an email. Tap the link in your inbox.,메일을 보냈어요. 받은 편지함에서 링크를 눌러 주세요.,メールをお送りしました。受信トレイのリンクをタップしてください。,我們已傳送郵件，請點選收件匣中的連結。,เราส่งอีเมลให้คุณแล้ว แตะลิงก์ในกล่องจดหมาย,Kami telah mengirim email. Ketuk tautan di kotak masuk Anda.,Nous vous avons envoyé un e-mail. Appuyez sur le lien dans votre boîte de réception.,Wir haben Ihnen eine E-Mail gesendet. Tippen Sie auf den Link in Ihrem Posteingang.,Te hemos enviado un correo. Toca el enlace en tu bandeja de entrada.,Ti abbiamo inviato un'email. Tocca il link nella tua casella.,Enviamos um e-mail para você. Toque no link na sua caixa de entrada.,Size bir e-posta gönderdik. Gelen kutunuzdaki bağlantıya dokunun.,Мы отправили вам письмо. Нажмите на ссылку в вашем почтовом ящике.,لقد أرسلنا لك بريداً. انقر على الرابط في صندوق الوارد.
auth,magiclink_sent_domain_hint,Our emails always arrive from @ailom.io.,메일은 항상 @ailom.io로 도착해요.,メールは必ず @ailom.io からお届けします。,郵件一律來自 @ailom.io。,อีเมลของเราจะมาจาก @ailom.io เสมอ,Email kami selalu datang dari @ailom.io.,Nos e-mails arrivent toujours depuis @ailom.io.,Unsere E-Mails kommen immer von @ailom.io.,Nuestros correos siempre llegan desde @ailom.io.,Le nostre email arrivano sempre da @ailom.io.,Nossos e-mails sempre chegam de @ailom.io.,E-postalarımız her zaman @ailom.io adresinden gelir.,Наши письма всегда приходят с @ailom.io.,تصل رسائلنا دائمًا من @ailom.io.
auth,magiclink_same_device_success,Welcome · signing you in,환영해요 · 들어가는 중이에요,ようこそ · サインインしています,歡迎 · 正在登入,ยินดีต้อนรับ · กำลังลงชื่อเข้าใช้,Selamat datang · sedang masuk,Bienvenue · connexion en cours,Willkommen · Anmelden…,Bienvenido · iniciando sesión,Benvenuto · accesso in corso,Bem-vindo · entrando,Hoş geldiniz · giriş yapılıyor,Добро пожаловать · входим,أهلاً بك · جارٍ تسجيل الدخول
auth,magiclink_cross_device_code_display,Enter this code where you first requested login,이 코드를 처음 로그인 요청한 곳에 입력해 주세요,ログインを要求した場所にこのコードを入力してください,請在您最初請求登入的地方輸入此代碼,ป้อนรหัสนี้ที่ที่คุณขอเข้าสู่ระบบครั้งแรก,Masukkan kode ini di tempat Anda pertama kali meminta login,Entrez ce code là où vous avez demandé la connexion,Geben Sie diesen Code dort ein wo Sie sich angemeldet haben,Ingresa este código donde solicitaste el inicio de sesión primero,Inserisci questo codice dove hai fatto la richiesta di accesso,Insira este código onde fez o pedido de login pela primeira vez,Bu kodu giriş isteğinizi yaptığınız yere girin,Введите этот код там где делали запрос на вход,أدخل هذا الرمز في المكان الذي طلبت فيه تسجيل الدخول أولاً
auth,magiclink_cross_device_code_entry,Enter the 6-digit code shown on your other device.,다른 기기에 표시된 6자리 코드를 입력해 주세요.,他のデバイスに表示された6桁のコードを入力してください。,請輸入其他裝置上顯示的 6 位數代碼。,กรอกรหัส 6 หลักที่แสดงบนอุปกรณ์อีกเครื่องของคุณ,Masukkan kode 6 digit yang ditampilkan di perangkat lain Anda.,Entrez le code à 6 chiffres affiché sur votre autre appareil.,Geben Sie den 6-stelligen Code ein der auf Ihrem anderen Gerät angezeigt wird.,Ingresa el código de 6 dígitos que se muestra en tu otro dispositivo.,Inserisci il codice a 6 cifre mostrato sull'altro dispositivo.,Insira o código de 6 dígitos exibido em seu outro dispositivo.,Diğer cihazınızda gösterilen 6 haneli kodu girin.,Введите 6-значный код с другого вашего устройства.,أدخل الرمز المكوّن من 6 أرقام المعروض على جهازك الآخر.
auth,magiclink_not_me,This wasn't me,내가 한 일이 아니에요,私ではありません,這不是我,นี่ไม่ใช่ฉัน,Bukan saya,Ce n'était pas moi,Das war ich nicht,No fui yo,Non ero io,Não fui eu,Bu ben değildim,Это был не я,هذا لم يكن أنا
auth,magiclink_error_token_reused,"This link has already been used, for your safety. Please request a new one.",이 링크는 안전을 위해 이미 사용되었어요. 새로운 링크를 받아주세요.,このリンクは安全のために既に使用済みです。新しいリンクをご依頼ください。,此連結為安全起見已使用過，請重新申請新連結。,ลิงก์นี้ถูกใช้แล้วเพื่อความปลอดภัยของคุณ กรุณาขอลิงก์ใหม่,Tautan ini sudah digunakan demi keamanan Anda. Minta tautan baru.,Ce lien a déjà été utilisé pour votre sécurité. Veuillez en demander un nouveau.,Dieser Link wurde bereits verwendet. Bitte fordern Sie einen neuen an.,Este enlace ya fue usado por tu seguridad. Solicita uno nuevo.,Questo link è già stato utilizzato per la tua sicurezza. Richiedi un nuovo link.,Este link já foi usado por sua segurança. Solicite um novo.,Bu bağlantı güvenliğiniz için zaten kullanıldı. Lütfen yeni bir tane isteyin.,Эта ссылка уже была использована для вашей безопасности. Запросите новую.,تم استخدام هذا الرابط بالفعل لأمانك. يرجى طلب رابط جديد.
auth,magiclink_error_token_expired,This link has expired. Would you like a new one?,이 링크의 시간이 지났어요. 새 링크를 받으시겠어요?,このリンクの有効期限が切れました。新しいリンクをご希望ですか？,此連結已過期，您需要新連結嗎？,ลิงก์นี้หมดอายุแล้ว ต้องการลิงก์ใหม่ไหม?,Tautan ini sudah kadaluarsa. Mau tautan baru?,Ce lien a expiré. Voulez-vous en avoir un nouveau ?,Dieser Link ist abgelaufen. Möchten Sie einen neuen?,Este enlace ha caducado. ¿Te gustaría uno nuevo?,Questo link è scaduto. Vuoi un nuovo link?,Este link expirou. Gostaria de um novo?,Bu bağlantının süresi doldu. Yeni bir tane ister misiniz?,Срок действия этой ссылки истёк. Хотите получить новую?,انتهت صلاحية هذا الرابط. هل تريد رابطاً جديداً؟
auth,magiclink_resend_cta,Get a new link,새 링크 받기,新しいリンクを取得,取得新連結,รับลิงก์ใหม่,Dapatkan tautan baru,Obtenir un nouveau lien,Neuen Link anfordern,Obtener nuevo enlace,Ottieni un nuovo link,Obter novo link,Yeni bağlantı al,Получить новую ссылку,الحصول على رابط جديد
auth,magiclink_error_code_expired,This code has expired. Please start again.,코드의 시간이 지났어요. 다시 시작해 주세요.,このコードの有効期限が切れました。最初からやり直してください。,此代碼已過期，請重新開始。,รหัสนี้หมดอายุแล้ว กรุณาเริ่มต้นใหม่,Kode ini sudah kadaluarsa. Silakan mulai lagi.,Ce code a expiré. Veuillez recommencer.,Dieser Code ist abgelaufen. Bitte beginnen Sie erneut.,Este código ha caducado. Comienza de nuevo.,Questo codice è scaduto. Ricomincia dall'inizio.,Este código expirou. Comece novamente.,Bu kodun süresi doldu. Lütfen yeniden başlayın.,Срок действия кода истёк. Начните снова.,انتهت صلاحية هذا الرمز. يرجى البدء من جديد.
auth,magiclink_suspicious_paused,"We paused for your safety. If this wasn't you, you can just leave it.",안전을 위해 잠시 멈췄어요. 본인이 요청하지 않으셨다면 그대로 두시면 돼요.,安全のために一時停止しました。ご自身のリクエストでなければ、そのままにしておいてください。,為了您的安全，我們暫停了。如果這不是您的操作，請放著不管即可。,เราหยุดชั่วคราวเพื่อความปลอดภัยของคุณ หากคุณไม่ได้ทำสิ่งนี้ ปล่อยทิ้งไว้ได้เลย,Kami berhenti sejenak demi keamanan Anda. Jika ini bukan Anda lakukan cukup biarkan saja.,Nous avons fait une pause pour votre sécurité. Si ce n'était pas vous ignorez simplement.,Wir haben für Ihre Sicherheit pausiert. Wenn das nicht Sie waren lassen Sie es einfach.,Hemos pausado por tu seguridad. Si no fuiste tú simplemente ignóralo.,Ci siamo fermati per la tua sicurezza. Se non eri tu lascia stare.,Pausamos para sua segurança. Se não foi você simplesmente ignore.,Güvenliğiniz için durdurduk. Bu siz değilseniz bırakabilirsiniz.,Мы приостановились для вашей безопасности. Если это были не вы — просто оставьте как есть.,أوقفنا للحظة من أجل سلامتك. إن لم يكن ذلك منك، فقط اتركه.
auth,magiclink_resend_cooldown,Please try again in a moment. You can resend in {{remaining_time}}.,잠시 후 다시 시도해 주세요. {{remaining_time}} 후에 다시 보내실 수 있어요.,しばらくしてからもう一度お試しください。{{remaining_time}}後に再送信できます。,請稍後再試。您可以在 {{remaining_time}} 後重新發送。,กรุณาลองอีกครั้งในอีกสักครู่ คุณสามารถส่งใหม่ได้ใน {{remaining_time}},Coba lagi sebentar lagi. Anda dapat mengirim ulang dalam {{remaining_time}}.,Réessayez dans un moment. Vous pouvez renvoyer dans {{remaining_time}}.,Versuchen Sie es gleich erneut. Sie können es in {{remaining_time}} erneut senden.,Inténtalo en un momento. Puedes reenviar en {{remaining_time}}.,Riprova tra poco. Puoi inviare di nuovo tra {{remaining_time}}.,Tente novamente em instantes. Você pode reenviar em {{remaining_time}}.,Biraz sonra tekrar deneyin. {{remaining_time}} sonra yeniden gönderebilirsiniz.,Повторите через мгновение. Отправить снова можно через {{remaining_time}}.,يرجى المحاولة بعد قليل. يمكنك إعادة الإرسال بعد {{remaining_time}}.
auth,magiclink_mail_not_received_title,Not seeing the email?,메일이 안 오시나요?,メールが届きませんか？,沒有收到郵件嗎？,ไม่เห็นอีเมลใช่ไหม?,Tidak menerima emailnya?,Pas encore reçu l'e-mail ?,Keine E-Mail erhalten?,¿No ves el correo?,Non vedi l'email?,Não está vendo o e-mail?,E-postayı görmüyor musunuz?,Не видите письма?,لا ترى البريد الإلكتروني؟
auth,magiclink_mail_not_received_checklist,Check your email address · look in spam · wait 1–2 minutes,이메일 주소 확인 · 스팸함 확인 · 1~2분 대기,メールアドレスを確認・スパムフォルダを確認・1〜2分お待ちください,確認電子郵件地址 · 查看垃圾郵件 · 等待 1~2 分鐘,ตรวจสอบที่อยู่อีเมล · ดูในสแปม · รอ 1-2 นาที,Periksa alamat email · lihat di spam · tunggu 1–2 menit,Vérifiez votre adresse · regardez dans les spams · attendez 1–2 minutes,E-Mail-Adresse prüfen · Spam-Ordner prüfen · 1–2 Minuten warten,Comprueba tu correo · revisa spam · espera 1–2 minutos,Controlla l'indirizzo · guarda nello spam · aspetta 1–2 minuti,Verifique o endereço · veja o spam · aguarde 1–2 minutos,E-posta adresinizi kontrol edin · spam klasörüne bakın · 1-2 dakika bekleyin,Проверьте адрес · загляните в спам · подождите 1–2 минуты,تحقق من عنوان بريدك · انظر في البريد غير المرغوب · انتظر 1-2 دقيقة
auth,magiclink_alt_methods_label,Or sign in another way,또는 다른 방법으로,または別の方法で,或使用其他方式,หรือเข้าสู่ระบบด้วยวิธีอื่น,Atau masuk dengan cara lain,Ou se connecter autrement,Oder auf andere Weise anmelden,O iniciar sesión de otra forma,O accedi con un altro metodo,Ou entrar de outra forma,Veya başka bir yolla giriş yapın,Или войдите другим способом,أو سجّل الدخول بطريقة أخرى
auth,magiclink_multitab_fallback,This link came from another tab. Enter this code in the tab where you first requested it.,다른 탭에서 보낸 링크예요. 이 코드를 처음 요청한 탭에 입력해 주세요.,別のタブからのリンクです。最初に要求したタブにこのコードを入力してください。,此連結來自另一個分頁，請在您最初請求的分頁中輸入此代碼。,ลิงก์นี้มาจากแท็บอื่น ป้อนรหัสนี้ในแท็บที่คุณขอใช้ครั้งแรก,Tautan ini berasal dari tab lain. Masukkan kode ini di tab tempat Anda pertama kali memintanya.,Ce lien vient d'un autre onglet. Entrez ce code dans l'onglet d'origine de la demande.,Dieser Link stammt aus einem anderen Tab. Geben Sie diesen Code im ursprünglichen Tab ein.,Este enlace proviene de otra pestaña. Ingresa este código en la pestaña donde lo pediste primero.,Questo link proviene da un altro tab. Inserisci il codice nel tab in cui hai fatto la richiesta.,Este link veio de outra aba. Insira este código na aba onde você fez o pedido.,Bu bağlantı başka bir sekmeden geldi. Bu kodu ilk talep ettiğiniz sekmeye girin.,Эта ссылка из другой вкладки. Введите этот код во вкладке откуда делали запрос.,هذا الرابط جاء من علامة تبويب أخرى. أدخل هذا الرمز في علامة التبويب التي طلبت منها أولاً.
auth,# RFC-0005 A — Consent (A3),,,,,,,,,,,,,,
